carat,cut,color,clarity,depth,table,price,x
0.6523251860396903,3,20,2,62.0,60.0,8.271548374755515,6.26
0.41871033485818504,2,19,3,63.2,58.0,7.363913501405819,5.12
0.9321640810304452,4,20,2,61.9,56.0,9.408863308108145,7.44
0.5364933705145685,2,22,3,62.8,56.0,8.021584533455107,5.67
0.4762341789963716,3,19,4,62.7,57.0,7.693025748417888,5.43
0.832909122935104,4,18,5,61.5,55.0,9.099967314494812,7.07
0.9242589015233319,3,18,4,61.4,58.0,9.360655132635051,7.44
0.6418538861723948,3,22,3,63.0,62.0,8.430981494597171,6.13
0.959350221334602,4,17,2,62.7,55.0,9.152711259139547,7.48
0.9162907318741551,3,20,4,62.6,58.0,9.610390847382849,7.31
0.6151856390902334,4,21,3,59.3,57.0,8.275121630216509,6.19
0.7227059828014898,4,18,1,62.8,57.0,8.390041405755754,6.52
0.4382549309311553,4,20,1,61.1,56.0,7.136483208590247,5.29
0.8415671856782186,3,21,0,62.2,58.0,8.522777569710138,7.05
0.33647223662121295,1,22,1,63.8,54.0,6.434546518787453,4.7
0.3506568716131694,4,19,3,60.8,57.0,6.992096427415888,4.85
0.2776317365982795,4,16,3,62.3,55.3,6.025865973825314,4.36
0.49469624183610705,2,18,5,60.0,59.0,7.630946580890459,5.59
0.6981347220709844,3,20,1,62.7,56.0,8.342363500380579,6.4
0.27002713721306015,3,16,4,61.8,59.0,6.261491684321042,4.33
0.262364264467491,4,21,3,61.5,55.0,6.490723534502507,4.29
0.4252677354043441,4,18,6,60.8,56.0,7.485491608030754,5.24
0.8109302162163288,4,19,5,61.5,55.0,9.272093768251665,6.92
0.5423242908253617,4,22,1,61.1,58.0,7.83002808253384,5.76
0.35767444427181594,4,21,2,61.2,56.2,6.6895992691789665,4.87
0.3435897043900769,1,17,4,63.7,57.0,6.628041376179533,4.67
0.7275486072772778,3,17,2,61.2,58.0,8.325306029752582,6.62
0.3435897043900769,1,20,2,63.1,56.0,6.530877627725885,4.69
0.6981347220709844,2,18,2,61.8,60.0,8.487970332739334,6.38
0.6931471805599453,1,19,2,62.5,62.0,8.404472321352118,6.32
0.6931471805599453,2,18,2,62.2,59.0,8.482808764554406,6.32
0.7419373447293773,3,17,2,60.4,61.0,8.369388996647842,6.73
0.4054651081081644,2,20,4,62.0,58.0,7.4342573821331355,5.08
0.2776317365982795,4,19,7,62.9,55.0,6.928537818164665,4.41
0.4637340162321401,4,21,3,60.2,59.0,7.571473648851271,5.47
0.6931471805599453,2,20,1,61.7,58.0,8.240121298076472,6.32
0.8064758658669484,4,16,3,61.7,55.0,8.596558746796978,6.91
0.6418538861723948,3,19,2,62.9,58.0,8.236155661683124,6.11
0.5364933705145685,3,20,3,62.1,58.0,7.938088726896952,5.7
0.8501509293696101,3,19,3,60.7,59.0,9.137124309644923,7.07
0.6418538861723948,2,19,1,62.3,58.0,8.131236549696116,6.15
0.27002713721306015,4,21,2,62.7,54.0,6.300785794663244,4.35
0.6931471805599453,4,19,1,60.3,57.0,8.16876982367527,6.51
0.2776317365982795,4,21,5,61.9,54.0,6.738152494595957,4.41
0.7839015438284094,4,20,3,62.0,57.0,9.03788993497749,6.78
0.9202827531436926,2,19,3,58.9,60.0,9.45383541953829,7.47
0.6981347220709844,2,21,3,63.1,56.0,8.776630098427717,6.34
0.7323678937132266,2,21,1,63.5,56.0,8.223358899479258,6.53
0.2468600779315258,4,20,5,61.1,57.0,6.466144724237619,4.22
0.6931471805599453,3,20,2,61.6,61.0,8.574140471857987,6.37
0.7323678937132266,4,19,2,61.7,56.0,8.601534339849989,6.6
0.3435897043900769,3,20,1,59.0,58.0,6.405228458030842,4.87
0.31481073984003355,3,19,4,61.4,58.0,6.86484777797086,4.61
0.31481073984003355,3,21,3,61.0,59.0,6.699500340161678,4.59
0.6931471805599453,2,18,2,62.2,60.0,8.387084506069217,6.34
0.7884573603642702,4,19,5,62.5,54.4,9.188708071849069,6.75
0.7227059828014898,4,17,3,62.3,56.0,8.400659375160286,6.51
0.3435897043900769,2,21,4,62.9,56.0,6.837332814685591,4.72
0.27002713721306015,4,21,2,63.0,57.0,6.54965074223381,4.32
0.9321640810304452,3,18,3,61.9,59.0,9.373309200254322,7.33
0.8372475245337022,4,17,4,62.1,56.0,8.797548488481558,7.01
0.4637340162321401,2,19,4,62.5,53.0,7.57198844937744,5.46
0.5481214085096876,4,20,1,61.5,55.0,7.721348612617949,5.79
0.3435897043900769,3,20,5,61.0,59.0,7.084226422097916,4.82
0.23901690047049992,3,20,7,61.7,57.0,6.710523109452428,4.21
0.6471032420585384,2,18,2,63.4,55.0,8.03365842788615,6.18
0.33647223662121295,4,21,6,61.5,56.0,7.195937226475569,4.7
0.27002713721306015,4,17,2,62.2,56.0,6.2878585601617845,4.37
0.262364264467491,4,20,2,61.9,57.0,6.16541785423142,4.31
0.27002713721306015,4,20,4,60.7,56.0,6.54534966033442,4.37
0.33647223662121295,3,18,6,61.8,58.0,6.925595197110468,4.69
0.9162907318741551,1,19,4,63.8,58.0,9.526682784921174,7.21
0.7929925155296614,0,18,2,69.6,55.0,8.259199362666282,6.49
0.3001045924503381,4,19,4,62.5,55.0,6.810142450115136,4.55
0.6418538861723948,0,22,2,64.0,63.0,8.475746001502063,6.12
0.7371640659767197,4,19,4,62.1,55.1,8.921057018157429,6.57
0.9242589015233319,2,16,2,59.9,57.0,8.956737613177264,7.45
0.5538851132264376,3,18,3,62.1,56.0,7.837159650001675,5.83
1.1085626195212777,4,18,2,60.8,57.0,9.79059877045751,8.18
0.20701416938432615,4,20,4,61.4,55.0,6.3080984415095305,3.96
0.6981347220709844,3,19,1,62.0,58.0,8.372860820526318,6.41
0.4510756193602166,4,21,1,62.1,55.0,7.126890808898808,5.34
0.9202827531436926,2,20,1,63.4,57.0,9.156095357123787,7.29
0.262364264467491,4,21,5,61.0,56.0,6.70073110954781,4.33
0.29266961396282,4,22,0,62.5,57.0,6.274762021241939,4.49
0.5306282510621704,2,22,3,60.7,58.0,8.03689677268507,5.7
0.4382549309311553,3,17,6,61.3,59.0,7.44600149832412,5.3
0.6981347220709844,3,21,0,59.8,58.0,8.130059039992796,6.57
0.412109650826833,2,18,4,63.4,57.0,7.271008538280992,5.09
0.712949807856125,4,22,7,61.8,57.0,9.581559041355757,6.49
0.9162907318741551,3,19,1,61.7,55.0,8.605387202152153,7.39
1.0986122886681098,0,18,0,69.8,54.0,8.685246776412487,7.6
0.6471032420585384,0,18,2,64.8,57.0,8.064950891749143,6.12
0.41871033485818504,2,21,1,62.9,56.0,7.02197642307216,5.12
0.3784364357202451,3,22,3,60.9,58.0,7.236339342754344,4.97
0.7275486072772778,2,16,5,60.0,60.0,8.641532465671846,6.57
0.9321640810304452,2,17,3,62.2,58.0,9.066123521215774,7.32
0.3074846997479606,3,21,4,60.4,58.0,6.9985096422506015,4.67
0.7466879474879752,4,21,2,61.4,58.0,8.747034264178168,6.66
0.6931471805599453,4,17,3,62.4,52.0,8.485083137498004,6.41
0.5933268452777344,2,17,4,62.7,58.0,7.989899374942939,5.9
0.9555114450274363,2,17,3,60.0,60.0,9.258940041812245,7.55
0.2776317365982795,2,20,1,62.6,56.0,6.045005314036012,4.37
0.3435897043900769,2,21,2,62.9,57.0,6.628041376179533,4.73
0.7793248768009976,3,19,5,58.2,62.0,9.125762395500885,6.92
0.3506568716131694,4,19,4,62.0,55.0,6.826545223556594,4.78
0.4637340162321401,2,21,3,59.9,56.0,7.516977224604321,5.46
0.3001045924503381,2,21,3,62.1,59.0,6.643789733147672,4.46
0.3506568716131694,2,22,2,63.0,59.0,6.601230118728877,4.77
0.27002713721306015,4,19,5,61.8,54.0,6.5337888379333435,4.36
0.9360933591703349,3,20,4,61.6,56.0,9.667891793282678,7.45
0.6471032420585384,4,20,1,60.3,57.0,8.23323750070527,6.26
0.7030975114131134,2,18,4,62.8,59.0,8.630343289348893,6.34
0.5364933705145685,4,18,1,62.6,56.0,7.496097345175956,5.75
0.7884573603642702,3,18,3,62.8,59.0,8.80492526261806,6.75
0.27002713721306015,4,18,5,62.5,55.0,6.688354713946762,4.37
0.9631743177730056,4,20,2,62.7,56.0,9.45946351224934,7.5
0.4762341789963716,3,18,4,59.6,61.0,7.492203042618741,5.53
0.712949807856125,4,20,4,61.4,57.0,8.855948534052018,6.51
0.7466879474879752,3,18,1,61.5,59.0,8.345930261979017,6.61
0.6981347220709844,2,21,3,62.9,57.0,8.77786371462117,6.37
0.6981347220709844,3,20,1,60.0,60.0,8.220941168281389,6.46
0.2776317365982795,4,19,3,61.6,57.0,6.331501849893691,4.39
0.6043159668533294,4,19,2,62.3,57.0,7.937731775260109,5.99
0.4762341789963716,4,22,2,61.4,56.0,7.552237287560802,5.46
0.4054651081081644,2,22,3,63.4,56.0,7.472500744737558,5.1
0.959350221334602,4,19,2,61.2,55.0,9.323043861889268,7.57
0.262364264467491,2,19,5,63.5,56.0,6.778784897685177,4.34
0.7371640659767197,4,19,6,62.1,55.0,9.080117784926209,6.58
0.33647223662121295,2,19,4,61.8,58.0,6.71295620067707,4.69
0.7323678937132266,2,19,3,62.3,58.0,8.766550149546351,6.5
0.5306282510621704,3,20,2,62.1,59.0,7.69484807238461,5.68
0.7514160886839212,3,19,7,61.2,58.0,9.152817185732516,6.67
0.2776317365982795,4,20,5,62.1,56.0,6.60934924316738,4.4
0.29266961396282,4,20,6,61.4,55.0,6.824373670043086,4.52
0.3001045924503381,3,22,2,60.1,61.0,6.71901315438526,4.59
0.31481073984003355,1,19,1,63.3,55.0,6.1903154058531475,4.58
0.9477893989335261,3,22,1,59.6,59.0,9.299723933110869,7.67
0.6981347220709844,2,20,3,61.5,57.0,8.725832056527565,6.4
0.262364264467491,3,19,5,61.6,60.0,6.778784897685177,4.27
0.7275486072772778,2,20,7,59.4,59.0,9.307467082706905,6.64
0.27002713721306015,3,21,3,61.6,59.0,6.771935555839602,4.35
1.1019400787607843,4,18,2,62.1,55.0,9.814437735702617,8.12
0.7030975114131134,3,22,1,60.0,62.0,8.385260520155413,6.59
0.7030975114131134,4,20,3,62.9,57.0,8.781094735202615,6.42
0.3435897043900769,3,18,2,62.0,59.0,6.776506992372183,4.8
0.5306282510621704,4,20,4,61.5,55.0,8.107720061910534,5.73
0.35767444427181594,2,18,2,61.5,58.0,6.57507584059962,4.8
0.2851789422336624,4,19,4,62.4,56.0,6.502790045915623,4.43
1.1019400787607843,3,17,3,62.6,59.0,9.727883383489697,8.04
0.4574248470388754,3,20,1,63.0,56.0,7.112327444710911,5.34
0.6931471805599453,4,19,5,62.6,55.0,8.909775673693389,6.37
0.44468582126144574,4,17,6,60.8,57.0,7.381501894506707,5.31
0.3506568716131694,3,19,6,59.8,58.0,7.07326971745971,4.85
0.6981347220709844,3,19,5,61.9,59.0,8.98281222234415,6.45
0.4054651081081644,4,21,3,62.0,56.0,7.424761761823209,5.1
0.44468582126144574,2,20,4,62.0,59.0,7.44600149832412,5.3
0.4382549309311553,4,17,6,62.7,57.0,7.374001859350161,5.17
0.6931471805599453,3,19,2,60.0,60.0,8.18004072349016,6.47
0.6418538861723948,1,19,1,63.8,59.0,8.102889134640868,6.02
0.7371640659767197,2,17,3,62.0,56.0,8.509161019718974,6.57
0.9162907318741551,1,18,2,60.8,60.0,9.141740280483926,7.28
0.7419373447293773,2,22,5,61.7,56.0,9.317668949728708,6.64
0.7227059828014898,3,20,3,61.8,60.0,8.80597465931132,6.58
1.1052568313867783,2,18,1,62.3,58.0,9.620129451564402,7.97
0.7030975114131134,4,19,0,61.2,56.0,8.14902386805177,6.47
0.262364264467491,2,19,1,63.3,57.0,6.2285110035911835,4.28
0.7514160886839212,2,17,4,59.6,58.0,8.52456594574565,6.82
0.9202827531436926,2,17,4,63.1,53.0,9.160519676992227,7.34
0.76080582903376,3,18,1,62.2,61.0,8.25088114470065,6.72
0.27002713721306015,2,19,1,63.3,54.0,6.261491684321042,4.34
0.262364264467491,1,21,6,61.5,62.0,6.555356891810665,4.28
1.2296405510745139,3,17,4,59.8,59.0,9.756320761816548,8.8
0.5423242908253617,2,18,1,61.0,56.0,7.577633832602728,5.75
0.2776317365982795,2,20,3,63.0,57.0,6.401917196727186,4.33
0.2851789422336624,3,17,5,61.4,58.0,6.612041034833092,4.48
0.5877866649021191,4,19,5,61.5,55.0,8.464003362902119,5.95
0.3435897043900769,4,22,3,61.7,56.0,6.981934677156389,4.81
0.7466879474879752,3,18,3,61.7,58.0,8.603554357064281,6.64
0.4054651081081644,2,21,3,63.6,59.0,7.277247726631484,4.99
0.33647223662121295,3,20,5,62.2,59.0,7.059617628291383,4.7
0.22314355131420976,2,19,6,61.8,56.0,6.26530121273771,4.03
0.7514160886839212,3,19,1,61.2,58.0,8.33302993974291,6.69
0.5306282510621704,0,19,2,64.8,59.0,7.6093665379542115,5.65
0.2851789422336624,4,19,6,60.4,58.0,6.688354713946762,4.5
0.262364264467491,3,19,1,58.1,61.0,6.2285110035911835,4.47
1.1118575154181303,3,21,1,58.3,58.0,9.763075398819383,8.35
1.1151415906193203,3,19,2,61.6,59.0,9.635085094816304,8.2
0.33647223662121295,4,21,6,61.7,57.0,7.195937226475569,4.7
0.2776317365982795,4,20,3,62.5,56.0,6.720220155135295,4.38
0.29266961396282,4,20,4,62.1,57.0,6.863803391452954,4.53
0.2851789422336624,3,20,2,60.9,59.0,6.559615237493242,4.45
0.262364264467491,3,22,2,62.2,58.0,6.315358001522335,4.28
0.412109650826833,3,21,3,61.6,58.0,7.357556200910353,5.18
0.6931471805599453,1,20,3,63.2,59.0,8.729720590267258,6.3
0.9400072584914712,2,18,5,63.3,58.0,9.400878083541478,7.3
0.5364933705145685,2,20,2,64.0,58.0,7.76046702921342,5.59
0.5877866649021191,2,18,3,59.1,59.0,7.9909154630913255,6.02
0.4054651081081644,2,17,2,62.8,60.0,6.961296045910167,5.04
0.9516578757114464,2,19,2,59.5,61.0,9.302372457422676,7.57
0.8064758658669484,2,21,4,59.9,61.0,9.230437073675304,6.96
0.6043159668533294,3,16,2,59.3,59.0,7.612336837167746,6.17
0.5364933705145685,1,22,3,63.6,54.0,8.364042011922063,5.7
0.44468582126144574,4,22,2,60.5,57.0,7.503840746698951,5.36
0.7929925155296614,3,17,1,59.9,58.0,8.492900498847193,6.94
0.35767444427181594,4,21,3,61.6,54.0,6.960347729101308,4.9
0.4252677354043441,4,19,4,61.5,57.0,7.38770923908104,5.26
0.2776317365982795,4,19,4,62.9,57.0,6.720220155135295,4.4
0.6931471805599453,3,21,1,60.4,62.0,8.297792626380861,6.52
0.35767444427181594,2,20,3,61.3,59.0,6.80903930604298,4.81
0.2851789422336624,4,18,2,61.7,55.0,6.336825731146441,4.43
0.5766133643039938,3,19,3,60.8,58.0,7.938802248154481,6.03
1.0986122886681098,4,20,1,62.6,57.0,9.807692255081262,8.08
0.2776317365982795,4,22,3,62.0,55.0,6.880384082186005,4.42
1.1019400787607843,4,19,2,59.2,57.0,9.769556079890267,8.23
0.23111172096338664,2,21,3,59.2,58.0,6.118097198041348,4.18
0.7030975114131134,2,21,3,62.9,56.0,8.817742129574842,6.37
0.6981347220709844,2,19,3,59.1,58.0,8.68609172787805,6.56
0.8671004876833833,4,20,6,62.9,56.0,9.678404621840867,7.04
0.3646431135879093,4,21,6,61.4,55.0,7.533158807455563,4.92
0.6981347220709844,2,20,1,63.3,57.0,8.366370301681654,6.39
0.8109302162163288,2,18,3,62.1,56.0,8.896451207355227,6.91
0.3506568716131694,3,19,3,61.9,58.0,6.992096427415888,4.82
0.5306282510621704,3,22,7,60.0,59.0,8.522777569710138,5.75
0.7030975114131134,3,20,3,62.7,59.0,8.753687227098585,6.44
1.1019400787607843,4,17,2,62.2,56.0,9.623575217348709,8.12
0.2851789422336624,2,21,2,63.4,55.0,6.612041034833092,4.4
0.76080582903376,4,16,4,61.5,57.0,8.592857095337227,6.7
0.412109650826833,1,21,2,63.6,59.0,7.124478262493424,5.13
1.0116009116784799,1,22,2,63.8,57.0,9.466454374960302,7.63
0.3435897043900769,4,21,5,62.8,54.0,7.126087273299125,4.77
0.2776317365982795,4,18,6,61.3,56.0,6.5638555265321274,4.41
0.3435897043900769,4,22,2,62.7,56.0,6.674561391814426,4.73
0.9858167945227653,3,17,2,61.5,59.0,9.225426009394223,7.63
0.9242589015233319,3,20,3,61.4,58.0,9.667322082870054,7.42
0.6981347220709844,3,19,5,61.2,58.0,8.989319566042951,6.45
0.412109650826833,4,22,3,61.6,56.0,7.488852955733459,5.15
0.20701416938432615,2,22,5,63.5,58.0,6.186208623900494,3.86
0.33647223662121295,4,16,4,60.4,56.0,6.464588303689961,4.77
0.3001045924503381,4,21,7,61.4,56.0,7.088408778675395,4.53
0.9555114450274363,2,18,2,63.1,58.0,9.218209330354878,7.45
0.76080582903376,3,20,2,61.1,59.0,8.705165419719007,6.75
0.6471032420585384,3,21,2,62.6,58.0,8.328209491748732,6.17
0.6931471805599453,3,22,4,62.2,55.0,9.0280988119824,6.46
0.43178241642553783,4,22,3,61.8,56.0,7.545918151209323,5.21
0.29266961396282,4,21,2,61.0,55.0,6.45833828334479,4.54
0.6418538861723948,4,18,2,62.8,57.0,8.196987927258897,6.16
0.9282193027394289,2,16,2,61.7,58.0,8.952993499320474,7.43
0.27002713721306015,4,18,4,61.6,54.8,6.324358962381311,4.35
0.5306282510621704,1,17,2,58.5,61.0,7.7306140660637395,5.76
0.5709795465857378,4,20,1,61.3,56.0,7.912056888179006,5.89
0.41871033485818504,0,21,5,57.2,64.0,7.640123172695364,5.27
0.22314355131420976,2,21,5,63.0,55.0,6.3561076606958915,4.0
0.3506568716131694,3,19,3,62.0,58.0,6.992096427415888,4.81
0.3074846997479606,3,20,4,60.7,58.0,6.672032945461067,4.57
0.27002713721306015,4,18,2,61.9,56.0,6.39024066706535,4.38
0.23111172096338664,4,21,5,62.3,57.0,6.396929655216146,4.06
0.27002713721306015,2,19,6,59.8,62.0,6.635946555686647,4.35
1.1505720275988207,3,17,2,58.5,60.0,9.794509389966382,8.54
0.43178241642553783,4,17,1,61.8,54.0,6.872128101338986,5.24
0.2776317365982795,2,19,3,62.4,59.0,6.331501849893691,4.33
0.7030975114131134,4,18,1,60.5,60.0,8.349011198176003,6.56
0.9321640810304452,4,17,3,60.7,56.0,8.968141414126814,7.51
0.27002713721306015,2,19,4,62.0,59.0,6.439350371100098,4.28
0.262364264467491,3,22,1,61.8,58.0,6.354370040797351,4.32
0.3220834991691133,2,21,3,60.3,58.0,6.7650389767805414,4.67
0.3506568716131694,4,22,5,61.7,55.0,7.078341579557671,4.79
0.35767444427181594,2,22,2,61.0,57.0,6.652863029353347,4.85
0.2851789422336624,2,18,2,63.0,57.0,6.16541785423142,4.39
0.5306282510621704,4,19,7,61.3,56.0,8.281470857895167,5.72
0.5481214085096876,4,18,3,61.0,56.0,8.059908334578276,5.83
0.41871033485818504,4,17,6,60.1,56.0,7.282761179605593,5.24
0.35767444427181594,4,17,4,61.8,55.0,7.105786129481271,4.88
0.9202827531436926,4,16,2,61.4,57.0,8.99342737041261,7.38
0.2851789422336624,3,20,1,62.3,58.0,6.075346031088684,4.4
0.8458682675776092,3,21,1,62.5,58.0,8.866581653303996,7.03
0.3293037471426004,4,20,5,62.1,55.0,6.8966943316227125,4.7
0.2776317365982795,4,20,7,60.9,57.0,6.835184586147301,4.4
0.2851789422336624,4,20,3,62.1,55.0,6.75110146893676,4.47
0.4574248470388754,1,22,1,56.7,60.0,7.355001921105257,5.59
0.76080582903376,3,20,1,60.8,58.0,8.518991573357617,6.79
0.4574248470388754,4,18,7,61.6,57.0,7.701652362642226,5.34
0.5306282510621704,1,22,5,63.6,57.0,8.105609402299896,5.61
0.20701416938432615,2,22,3,60.5,61.0,5.8805329864007,3.96
0.33647223662121295,2,17,2,63.2,54.0,6.641182169740591,4.69
0.4574248470388754,4,17,6,62.1,56.0,7.427144133408616,5.32
0.6981347220709844,2,21,3,62.2,58.0,8.783089671796096,6.36
0.2776317365982795,1,22,1,63.4,56.0,6.169610732491456,4.36
0.7884573603642702,3,18,1,62.3,58.0,8.589885876809678,6.81
0.5306282510621704,4,20,3,61.0,55.0,8.15162164696975,5.74
0.6931471805599453,3,22,2,61.3,61.0,8.679482094459956,6.52
0.8372475245337022,4,20,2,61.6,55.0,9.14120463314132,7.04
0.5364933705145685,3,21,2,59.2,59.0,7.943782692458625,5.86
0.5481214085096876,1,18,4,64.1,58.8,7.891330757661889,5.63
0.7227059828014898,2,20,1,60.0,59.0,8.348774539791274,6.6
0.9932517730102833,2,17,2,63.1,57.0,9.243968552956167,7.51
0.4252677354043441,1,21,2,57.8,57.0,7.192182058713246,5.33
0.3001045924503381,4,19,7,61.3,55.0,6.90975328164481,4.57
0.712949807856125,4,20,2,61.3,56.0,8.611775833902186,6.51
0.29266961396282,4,22,6,61.7,57.0,7.033506484287697,4.49
0.6981347220709844,3,22,2,60.0,60.0,8.620471540869739,6.51
0.5306282510621704,3,19,2,61.5,58.0,7.606387389772652,5.69
0.33647223662121295,2,20,7,62.9,55.0,7.140453043101158,4.68
0.262364264467491,4,20,7,61.3,56.0,6.773080375655535,4.3
0.2851789422336624,3,19,3,61.9,59.0,6.612041034833092,4.46
0.6418538861723948,3,20,1,61.4,62.0,8.217438537730187,6.2
0.7514160886839212,1,21,2,64.3,57.0,8.636042325254618,6.56
0.5877866649021191,3,21,3,63.0,56.0,8.15908865466791,5.91
0.3506568716131694,3,21,3,61.0,60.0,6.932447891572509,4.85
0.31481073984003355,3,21,3,59.5,59.0,6.948897222313312,4.71
0.2776317365982795,4,19,4,62.3,55.0,6.720220155135295,4.4
1.1118575154181303,3,17,2,58.8,60.0,9.600759521879075,8.42
0.4054651081081644,1,20,3,60.9,60.4,7.356279876550748,5.13
0.2776317365982795,3,18,3,59.5,58.0,6.47543271670409,4.5
0.4700036292457356,0,19,2,64.5,56.0,7.174724309836376,5.27
0.9162907318741551,4,19,2,62.0,56.0,9.312896960301275,7.29
0.6981347220709844,1,22,1,63.6,57.0,8.459564078579602,6.35
0.5306282510621704,3,18,4,62.3,60.0,7.755338812846501,5.65
0.3074846997479606,4,22,3,61.1,57.0,6.834108738813838,4.6
0.9162907318741551,1,17,4,57.2,62.0,9.1801903950253,7.64
0.6471032420585384,1,18,4,57.8,61.0,8.426611813185,6.4
0.959350221334602,3,18,2,62.5,58.0,9.300455261418444,7.51
0.7227059828014898,4,22,4,61.7,55.0,9.093132171070641,6.53
1.000631880307906,3,18,2,62.0,57.0,9.134214981586691,7.67
0.3074846997479606,2,18,6,62.0,55.0,6.625392368007956,4.57
0.41871033485818504,4,21,3,59.5,57.0,7.432483807917119,5.25
0.708035793053696,3,20,2,60.9,60.0,8.429454277108231,6.52
0.43178241642553783,4,22,3,61.9,55.0,7.505492274737424,5.23
0.9321640810304452,3,19,3,61.6,59.0,9.418085981110297,7.46
0.3506568716131694,4,21,4,61.6,57.0,7.00850518208228,4.8
0.6626879730752367,3,20,1,62.4,58.0,8.148156439921625,6.23
0.4382549309311553,4,19,5,62.5,56.0,7.6638772587034705,5.25
0.5596157879354227,3,18,3,60.8,57.0,7.818027938530729,5.9
0.7929925155296614,4,19,3,61.8,57.0,8.98744678941718,6.83
0.6981347220709844,4,19,4,61.5,56.0,8.823942326585245,6.48
0.6418538861723948,4,19,4,61.6,55.0,8.403128235128264,6.27
0.7275486072772778,4,20,4,62.1,55.0,8.968396191198256,6.58
0.9282193027394289,2,18,2,63.4,55.0,9.256651274839433,7.3
0.3220834991691133,4,19,2,61.3,56.0,6.752270376141742,4.67
0.688134638736401,4,20,2,62.8,57.0,8.653296274408579,6.3
0.9162907318741551,2,21,4,59.0,62.0,9.677715549868227,7.45
0.5306282510621704,4,22,2,62.5,55.0,7.910957382845589,5.68
0.3506568716131694,4,19,5,62.2,56.0,7.00669522683704,4.81
0.7275486072772778,4,18,1,59.2,57.0,8.36985260351753,6.7
0.6981347220709844,4,21,6,62.2,57.0,9.295416544331301,6.38
0.6981347220709844,3,21,3,60.4,57.0,8.80956425335415,6.49
0.5653138090500605,2,20,2,62.9,57.0,7.9269635448629785,5.79
0.7227059828014898,4,20,5,62.1,57.0,9.118115427933665,6.54
0.4382549309311553,4,22,5,61.5,56.0,8.15162164696975,5.26
0.3293037471426004,4,22,4,62.0,57.0,6.999422467507961,4.67
0.27002713721306015,4,21,3,61.4,54.0,6.771935555839602,4.4
0.2851789422336624,2,22,6,62.1,58.0,6.825460036255307,4.39
0.6931471805599453,4,20,5,61.9,57.0,9.14366623870819,6.47
0.4054651081081644,2,20,2,62.7,59.0,7.1316985104669115,5.04
0.2776317365982795,4,21,2,62.2,54.0,6.248042874508429,4.38
0.6931471805599453,3,21,1,62.0,59.0,8.3133619511344,6.43
0.4382549309311553,4,20,3,61.1,56.0,7.506591780070841,5.31
0.5306282510621704,1,21,2,63.2,57.0,7.822845290279774,5.61
0.5306282510621704,4,22,1,60.6,56.6,7.853993087224244,5.75
0.49469624183610705,2,19,2,64.0,53.8,7.418180822726788,5.49
1.0402767116551463,4,21,1,62.8,56.0,9.492130118723125,7.82
0.20701416938432615,4,21,3,62.6,57.0,6.049733455231958,3.88
0.3001045924503381,2,21,4,59.9,59.9,6.786716950605081,4.54
0.598836501088704,4,21,1,62.2,57.0,8.0106915391303,6.0
0.4382549309311553,3,22,2,61.6,56.0,7.4377951216719325,5.28
0.4054651081081644,0,18,3,56.3,65.0,7.195187320178709,5.24
0.7227059828014898,4,19,2,62.0,57.0,8.583542571957771,6.54
0.27002713721306015,4,22,3,61.0,54.0,6.48768401848461,4.38
0.6981347220709844,3,18,1,60.8,59.0,8.225235324101668,6.51
0.5306282510621704,3,20,6,61.8,60.0,8.116417072794205,5.67
0.262364264467491,3,19,4,62.5,55.0,6.655440350367647,4.32
0.8064758658669484,4,16,3,62.8,56.0,8.603737792816423,6.83
0.2776317365982795,4,22,6,61.8,56.0,7.039660349862076,4.41
0.2851789422336624,3,19,4,61.3,58.0,6.502790045915623,4.42
0.6981347220709844,1,21,1,61.4,64.0,8.363109176033522,6.29
0.9555114450274363,3,19,6,61.5,58.0,9.761981590241948,7.58
0.2776317365982795,2,19,4,61.8,60.0,6.470799503782602,4.35
0.412109650826833,4,21,6,61.3,56.0,8.0702808933939,5.13
0.5364933705145685,4,21,2,61.5,57.0,7.753623546559746,5.78
0.9242589015233319,3,19,3,61.9,56.0,9.494240301132503,7.39
0.8754687373538999,2,19,3,62.2,61.0,9.24753981296529,7.09
0.262364264467491,3,19,4,61.3,58.0,6.655440350367647,4.33
0.6931471805599453,3,22,3,60.8,61.0,8.821289805136113,6.41
0.4054651081081644,4,22,2,62.1,57.0,7.384610383176974,5.08
0.2776317365982795,4,21,3,61.7,56.0,6.555356891810665,4.41
0.6931471805599453,2,20,4,60.4,59.0,8.882530508433623,6.4
0.5364933705145685,3,19,3,59.9,60.0,7.938802248154481,5.81
0.6418538861723948,2,18,4,63.2,59.0,8.37216741936598,6.08
0.7275486072772778,2,18,3,61.5,57.0,8.566935283311052,6.57
0.6418538861723948,2,21,4,63.0,55.0,8.400659375160286,6.08
0.7178397931503169,3,20,1,61.7,60.0,8.381144346952961,6.58
0.712949807856125,3,18,2,62.6,59.0,8.513385953073284,6.47
0.262364264467491,4,20,3,62.1,53.6,6.400257445308821,4.28
0.7178397931503169,4,18,1,60.6,57.0,8.081784206935001,6.59
0.598836501088704,4,22,2,61.9,56.0,8.322151070212902,5.99
0.33647223662121295,3,19,2,62.0,59.0,6.803505257608338,4.74
0.23901690047049992,2,22,4,63.2,55.0,6.154858094016418,4.1
0.6931471805599453,3,18,2,62.7,59.0,8.47407690034261,6.37
1.1314021114911006,1,18,2,63.7,61.0,9.402777262511231,8.1
0.3293037471426004,4,19,5,61.7,54.2,6.859614903654202,4.69
