depth,table,x,cut_enc,color_enc,clarity_enc,log_price,log_carat
62.4,57.0,6.22,4,20,1,8.228443883004033,-0.09431067947124129
62.4,57.0,4.37,4,20,3,6.400257445308821,-1.1394342831883648
59.9,56.0,6.56,2,20,3,8.79966169681513,0.01980262729617973
62.4,58.0,4.56,3,21,1,6.405228458030842,-1.0216512475319814
61.7,58.0,6.5,3,22,1,8.46884293047519,0.02955880224154443
62.4,58.0,7.66,3,17,3,9.268609280100158,0.5247285289349821
62.0,54.0,6.61,4,18,1,8.429017500512511,0.10436001532424286
61.2,55.0,4.35,4,22,3,6.598509028614515,-1.171182981502945
59.9,58.0,5.81,3,21,3,7.913886714856082,-0.342490308946776
61.7,57.0,4.83,4,19,3,6.99117688712121,-0.8675005677047231
63.7,59.0,4.31,1,20,3,6.618738983517219,-1.171182981502945
60.0,57.0,4.7,3,19,2,6.56244409369372,-0.9942522733438669
60.6,57.0,5.76,4,21,2,7.868636894184167,-0.35667494393873245
64.4,57.0,4.97,1,19,5,7.596392304064196,-0.6931471805599453
61.4,54.0,6.26,4,21,2,8.566364235422688,-0.09431067947124129
64.6,57.0,5.7,0,20,2,7.90100705199242,-0.2876820724517809
62.2,54.0,4.1,4,18,2,5.983936280687191,-1.3470736479666092
62.3,59.0,7.22,2,16,2,8.940760134888384,0.412109650826833
61.5,55.0,4.37,4,21,3,6.522092798170152,-1.171182981502945
60.2,62.0,6.52,2,18,2,8.526549286340263,0.04879016416943204
61.4,58.0,6.19,2,20,2,8.277920258172143,-0.09431067947124129
64.5,57.0,6.01,1,19,4,8.28828304520769,-0.10536051565782628
59.6,59.0,6.82,2,20,5,9.163143937145207,0.12221763272424911
62.4,56.0,4.84,3,20,2,6.923628628138427,-0.843970070294529
61.6,58.0,5.98,4,18,7,8.321421586897879,-0.21072103131565253
62.0,56.0,5.24,4,21,4,7.601402334583733,-0.5978370007556204
60.0,56.0,6.22,4,21,1,8.154212694914229,-0.15082288973458366
63.4,59.0,4.29,1,19,3,6.298949246855942,-1.171182981502945
61.4,59.0,6.97,2,19,1,8.76389700713946,0.22314355131420976
64.1,57.0,4.3,1,17,2,6.226536669287466,-1.2039728043259361
62.3,59.0,6.69,3,19,2,8.639410824140487,0.131028262406404
62.9,58.0,4.74,3,21,1,6.75110146893676,-0.916290731874155
62.0,55.0,4.3,4,17,3,6.082218910376446,-1.2039728043259361
62.4,54.0,5.19,4,20,1,6.982862751468942,-0.6348782724359695
60.9,58.0,4.43,3,18,6,6.841615476477592,-1.1394342831883648
62.7,57.0,5.71,3,18,1,7.7102051944325325,-0.342490308946776
62.4,55.0,4.32,4,19,5,6.499787040655854,-1.2039728043259361
62.0,59.0,6.26,2,19,2,8.327484416188264,-0.040821994520255166
62.6,58.0,6.24,3,19,2,8.389359819906353,-0.030459207484708574
61.9,58.0,6.66,3,18,1,8.438149984075784,0.11332868530700327
61.1,57.0,7.13,4,19,3,9.167432870964907,0.27763173659827955
61.5,56.3,5.16,2,17,4,7.140453043101158,-0.6539264674066639
62.0,60.0,6.26,3,20,2,8.271292652979412,-0.08338160893905101
63.2,58.0,5.12,2,19,3,7.3632795869630385,-0.6539264674066639
62.8,56.0,5.67,2,22,3,8.021256180143997,-0.342490308946776
62.7,57.0,5.43,3,19,4,7.692569648067906,-0.4942963218147801
61.5,55.0,7.07,4,18,5,9.09985563880091,0.26236426446749106
61.4,58.0,7.44,3,18,4,9.360569085222874,0.41871033485818504
63.0,62.0,6.13,3,22,3,8.43076346341785,-0.10536051565782628
62.7,55.0,7.48,4,17,2,9.152605321324945,0.4762341789963717
59.3,57.0,6.19,4,21,3,8.274866820685254,-0.16251892949777494
62.8,57.0,6.52,4,18,1,8.389814262086407,0.058268908123975824
61.1,56.0,5.29,4,20,1,7.135687347028144,-0.5978370007556204
62.2,58.0,7.05,3,21,0,8.522578663692576,0.27763173659827955
63.8,54.0,4.7,1,22,1,6.432940092739179,-0.916290731874155
60.8,57.0,4.85,4,19,3,6.99117688712121,-0.8675005677047231
62.3,55.3,4.36,4,16,3,6.023447592961033,-1.1394342831883648
60.0,59.0,5.59,2,18,5,7.630461261783627,-0.4462871026284195
62.7,56.0,6.4,3,20,1,8.34212526333359,0.009950330853168092
61.8,59.0,4.33,3,16,4,6.259581464064923,-1.171182981502945
61.5,55.0,4.29,4,21,3,6.489204931325317,-1.2039728043259361
60.8,56.0,5.24,4,18,6,7.484930283289661,-0.6348782724359695
61.5,55.0,6.92,4,19,5,9.27199975236291,0.22314355131420976
61.1,58.0,5.76,4,22,1,7.829630389150193,-0.3285040669720361
61.2,56.2,4.87,4,21,2,6.688354713946762,-0.843970070294529
63.7,57.0,4.67,1,17,4,6.626717749249025,-0.8915981192837836
61.2,58.0,6.62,3,17,2,8.325063693631197,0.06765864847381486
63.1,56.0,4.69,1,20,2,6.529418838262226,-0.8915981192837836
61.8,60.0,6.38,2,18,2,8.487764380725425,0.009950330853168092
62.5,62.0,6.32,1,19,2,8.404248432400102,0.0
62.2,59.0,6.32,2,18,2,8.482601746646619,0.0
60.4,61.0,6.73,3,17,2,8.369157112588834,0.09531017980432493
62.0,58.0,5.08,2,20,4,7.433666540166168,-0.6931471805599453
62.9,55.0,4.41,4,19,7,6.927557906278317,-1.1394342831883648
60.2,59.0,5.47,4,21,3,7.57095858316901,-0.527632742082372
61.7,58.0,6.32,2,20,1,8.239857411018601,0.0
61.7,55.0,6.91,4,16,3,8.59637398929068,0.2151113796169455
62.9,58.0,6.11,3,19,2,8.235890725928495,-0.10536051565782628
62.1,58.0,5.7,3,20,3,7.937731775260109,-0.342490308946776
60.7,59.0,7.07,3,19,3,9.13701670755734,0.29266961396282004
62.3,58.0,6.15,2,19,1,8.130942302231878,-0.10536051565782628
62.7,54.0,4.35,4,21,2,6.298949246855942,-1.171182981502945
60.3,57.0,6.51,4,19,1,8.168486417126681,0.0
61.9,54.0,4.41,4,21,5,6.736966958001855,-1.1394342831883648
62.0,57.0,6.78,4,20,3,9.037771106624906,0.17395330712343798
63.1,56.0,6.34,2,21,3,8.776475789346321,0.009950330853168092
63.5,56.0,6.53,2,21,1,8.223090551161533,0.0769610411361284
61.1,57.0,4.22,4,20,5,6.464588303689961,-1.2729656758128873
61.6,61.0,6.37,3,20,2,8.573951525234847,0.0
61.7,56.0,6.6,4,19,2,8.60135049942296,0.0769610411361284
59.0,58.0,4.87,3,20,1,6.403574197934815,-0.8915981192837836
61.4,58.0,4.61,3,19,4,6.863803391452954,-0.9942522733438669
61.0,59.0,4.59,3,21,3,6.698268054115413,-0.9942522733438669
62.2,60.0,6.34,2,18,2,8.386856689688234,0.0
62.5,54.4,6.75,4,19,5,9.188605879830176,0.1823215567939546
62.3,56.0,6.51,4,17,3,8.400434630806041,0.058268908123975824
62.9,56.0,4.72,2,21,4,6.836259277277067,-0.8915981192837836
63.0,57.0,4.32,4,21,2,6.548219102762372,-1.171182981502945
61.9,59.0,7.33,3,18,3,9.373224234877663,0.43178241642553783
62.1,56.0,7.01,4,17,4,8.797397374012059,0.2700271372130602
62.5,53.0,5.46,2,19,4,7.571473648851271,-0.527632742082372
61.5,55.0,5.79,4,20,1,7.720905251936779,-0.31471074483970024
61.0,59.0,4.82,3,20,5,7.083387847625295,-0.8915981192837836
61.7,57.0,4.21,3,20,7,6.709304340258298,-1.3093333199837622
63.4,55.0,6.18,2,18,2,8.033334015880062,-0.09431067947124129
61.5,56.0,4.7,4,21,6,7.195187320178709,-0.916290731874155
62.2,56.0,4.37,4,17,2,6.285998094508865,-1.171182981502945
61.9,57.0,4.31,4,20,2,6.163314804034641,-1.2039728043259361
60.7,56.0,4.37,4,20,4,6.543911845564792,-1.171182981502945
61.8,58.0,4.69,3,18,6,6.92461239604856,-0.916290731874155
62.5,55.0,4.55,4,19,4,6.80903930604298,-1.0498221244986778
64.0,63.0,6.12,0,22,2,8.475537516147405,-0.10536051565782628
62.1,55.1,6.57,4,19,4,8.920923462230686,0.08617769624105241
59.9,57.0,7.45,2,16,2,8.95660873889395,0.41871033485818504
62.1,56.0,5.83,3,18,3,7.836764783264067,-0.3011050927839216
61.4,55.0,3.96,4,20,4,6.306275286948016,-1.4696759700589417
62.0,58.0,6.41,3,19,1,8.372629740224884,0.009950330853168092
62.1,55.0,5.34,4,21,1,7.126087273299125,-0.5621189181535413
63.4,57.0,7.29,2,20,1,9.155989777226102,0.412109650826833
61.0,56.0,4.33,4,21,5,6.699500340161678,-1.2039728043259361
62.5,57.0,4.49,4,22,0,6.272877006546167,-1.0788096613719298
60.7,58.0,5.7,2,22,3,8.036573409707312,-0.35667494393873245
61.3,59.0,5.3,3,17,6,7.445417556701687,-0.5978370007556204
59.8,58.0,6.57,3,21,0,8.129764445794171,0.009950330853168092
63.4,57.0,5.09,2,18,4,7.270312886079025,-0.6733445532637656
61.7,55.0,7.39,3,19,1,8.605204068738951,0.4054651081081644
62.9,56.0,5.12,2,21,1,7.02108396428914,-0.6539264674066639
60.9,58.0,4.97,3,22,3,7.23561914106675,-0.7765287894989963
60.0,60.0,6.57,2,16,5,8.64135583403666,0.06765864847381486
62.2,58.0,7.32,2,17,3,9.066008001086264,0.43178241642553783
60.4,58.0,4.67,3,21,4,6.9975959829819265,-1.0216512475319814
61.4,58.0,6.66,4,21,2,8.74687531957003,0.10436001532424286
62.4,52.0,6.41,4,17,3,8.484876589939695,0.0
62.7,58.0,5.9,2,17,4,7.989560449333865,-0.21072103131565253
60.0,60.0,7.55,2,17,3,9.258844781035798,0.47000362924573563
62.6,56.0,4.37,2,20,1,6.042632833682381,-1.1394342831883648
62.9,57.0,4.73,2,21,2,6.626717749249025,-0.8915981192837836
62.0,55.0,4.78,4,19,4,6.825460036255307,-0.8675005677047231
59.9,56.0,5.46,2,21,3,7.516433302915632,-0.527632742082372
62.1,59.0,4.46,2,21,3,6.642486801367256,-1.0498221244986778
63.0,59.0,4.77,2,22,2,6.5998704992128365,-0.8675005677047231
61.8,54.0,4.36,4,19,5,6.532334292222349,-1.171182981502945
60.3,57.0,6.26,4,20,1,8.232971790593437,-0.09431067947124129
62.8,59.0,6.34,2,18,4,8.630164670075398,0.01980262729617973
62.6,56.0,5.75,4,18,1,7.495541943884256,-0.342490308946776
62.8,59.0,6.75,3,18,3,8.804775258867686,0.1823215567939546
62.5,55.0,4.37,4,18,5,6.687108607866515,-1.171182981502945
59.6,61.0,5.53,3,18,4,7.491645473605133,-0.4942963218147801
61.4,57.0,6.51,4,20,4,8.855805992536562,0.03922071315328133
61.5,59.0,6.61,3,18,1,8.345692873253865,0.10436001532424286
62.9,57.0,6.37,2,21,3,8.77770959579525,0.009950330853168092
60.0,60.0,6.46,3,20,1,8.220672170297252,0.009950330853168092
61.6,57.0,4.39,4,19,3,6.329720905522696,-1.1394342831883648
62.3,57.0,5.99,4,19,2,7.937374696163295,-0.18632957819149348
61.4,56.0,5.46,4,22,2,7.55171221535131,-0.4942963218147801
63.4,56.0,5.1,2,22,3,7.471932078245122,-0.6931471805599453
61.2,55.0,7.57,4,19,2,9.322954516345318,0.4762341789963717
63.5,56.0,4.34,2,19,5,6.777646593635117,-1.2039728043259361
62.1,55.0,6.58,4,19,6,9.080003870248179,0.08617769624105241
61.8,58.0,4.69,2,19,4,6.71174039505618,-0.916290731874155
62.3,58.0,6.5,2,19,3,8.766394277049736,0.0769610411361284
62.1,59.0,5.68,3,20,2,7.694392802629421,-0.35667494393873245
61.2,58.0,6.67,3,19,7,9.152711259139547,0.11332868530700327
62.1,56.0,4.4,4,20,5,6.608000625296087,-1.1394342831883648
61.4,55.0,4.52,4,20,6,6.823286122355687,-1.0788096613719298
60.1,61.0,4.59,3,22,2,6.717804695023691,-1.0498221244986778
63.3,55.0,4.58,1,19,1,6.18826412308259,-0.9942522733438669
59.6,59.0,7.67,3,22,1,9.299632479454944,0.4574248470388755
61.5,57.0,6.4,2,20,3,8.725669705687043,0.009950330853168092
61.6,60.0,4.27,3,19,5,6.777646593635117,-1.2039728043259361
59.4,59.0,6.64,2,20,7,9.307376334487778,0.06765864847381486
61.6,59.0,4.35,3,21,3,6.77078942390898,-1.171182981502945
60.0,62.0,6.59,3,22,1,8.385032287813898,0.01980262729617973
62.9,57.0,6.42,4,20,3,8.780941113572387,0.01980262729617973
62.0,59.0,4.8,3,18,2,6.775366090936392,-0.8915981192837836
61.5,55.0,5.73,4,20,4,8.107418811719974,-0.35667494393873245
61.5,58.0,4.8,2,18,2,6.573680166960646,-0.843970070294529
62.4,56.0,4.43,4,19,4,6.501289670540389,-1.1086626245216111
63.0,56.0,5.34,3,20,1,7.111512116496157,-0.5447271754416722
62.6,55.0,6.37,4,19,5,8.909640602443098,0.0
60.8,57.0,5.31,4,17,6,7.380879035564116,-0.579818495252942
59.8,58.0,4.85,3,19,6,7.072421900537371,-0.8675005677047231
61.9,59.0,6.45,3,19,5,8.982686665184087,0.009950330853168092
62.0,56.0,5.1,4,21,3,7.424165281042028,-0.6931471805599453
62.0,59.0,5.3,2,20,4,7.445417556701687,-0.579818495252942
62.7,57.0,5.17,4,17,6,7.373374309910049,-0.5978370007556204
60.0,60.0,6.47,3,19,2,8.1797604936999,0.0
63.8,59.0,6.02,1,19,1,8.10258642539079,-0.10536051565782628
62.0,56.0,6.57,2,17,3,8.508959386489133,0.08617769624105241
60.8,60.0,7.28,1,18,2,9.141633173966392,0.4054651081081644
61.7,56.0,6.64,2,22,5,9.317579122645782,0.09531017980432493
61.8,60.0,6.58,3,20,3,8.805824812903607,0.058268908123975824
61.2,56.0,6.47,4,19,0,8.148734808937169,0.01980262729617973
63.3,57.0,4.28,2,19,1,6.226536669287466,-1.2039728043259361
59.6,58.0,6.82,2,17,4,8.524367395164237,0.11332868530700327
63.1,53.0,7.34,2,17,4,9.160414563206457,0.412109650826833
62.2,61.0,6.72,3,18,1,8.250620082174692,0.131028262406404
63.3,54.0,4.34,2,19,1,6.259581464064923,-1.171182981502945
61.5,62.0,4.28,1,21,6,6.553933404025811,-1.2039728043259361
61.0,56.0,5.75,2,18,1,7.577121930876679,-0.3285040669720361
63.0,57.0,4.33,2,20,3,6.400257445308821,-1.1394342831883648
61.4,58.0,4.48,3,17,5,6.610696044717759,-1.1086626245216111
61.5,55.0,5.95,4,19,5,8.463792414689122,-0.2231435513142097
61.7,56.0,4.81,4,22,3,6.98100574072173,-0.8915981192837836
61.7,58.0,6.64,3,18,3,8.60337088765729,0.10436001532424286
63.6,59.0,4.99,2,21,3,7.27655640271871,-0.6931471805599453
62.2,59.0,4.7,3,20,5,7.0587581525186645,-0.916290731874155
61.8,56.0,4.03,2,19,6,6.263398262591624,-1.3862943611198906
61.2,58.0,6.69,3,19,1,8.332789468417959,0.11332868530700327
60.4,58.0,4.5,4,19,6,6.687108607866515,-1.1086626245216111
61.7,57.0,4.7,4,21,6,7.195187320178709,-0.916290731874155
62.5,56.0,4.38,4,20,3,6.71901315438526,-1.1394342831883648
62.1,57.0,4.53,4,20,4,6.862757913051401,-1.0788096613719298
60.9,59.0,4.45,3,20,2,6.558197802812269,-1.1086626245216111
62.2,58.0,4.28,3,22,2,6.313548046277095,-1.2039728043259361
61.6,58.0,5.18,3,21,3,7.356918242356021,-0.6733445532637656
63.2,59.0,6.3,1,20,3,8.729558869558568,0.0
64.0,58.0,5.59,2,20,2,7.76004068088038,-0.342490308946776
59.1,59.0,6.02,2,18,3,7.990576881743923,-0.2231435513142097
62.8,60.0,5.04,2,17,2,6.960347729101308,-0.6931471805599453
59.5,61.0,7.57,2,19,2,9.30228124567454,0.4637340162321402
59.9,61.0,6.96,2,21,4,9.230339058482873,0.2151113796169455
59.3,59.0,6.17,3,16,2,7.611842399580417,-0.18632957819149348
63.6,54.0,5.7,1,22,3,8.36380888451688,-0.342490308946776
60.5,57.0,5.36,4,22,2,7.503289630675082,-0.579818495252942
59.9,58.0,6.94,3,17,1,8.492695559815838,0.1906203596086497
61.6,54.0,4.9,4,21,3,6.959398512133975,-0.843970070294529
61.5,57.0,5.26,4,19,4,7.387090235656757,-0.6348782724359695
62.9,57.0,4.4,4,19,4,6.71901315438526,-1.1394342831883648
60.4,62.0,6.52,3,21,1,8.297543529356284,0.0
61.3,59.0,4.81,2,20,3,6.807934943699926,-0.843970070294529
61.7,55.0,4.43,4,18,2,6.335054251498059,-1.1086626245216111
60.8,58.0,6.03,3,19,3,7.938445551164788,-0.2484613592984996
62.0,55.0,4.42,4,22,3,6.879355804460439,-1.1394342831883648
59.2,58.0,4.18,2,21,3,6.115892125483034,-1.3470736479666092
62.9,56.0,6.37,2,21,3,8.817594036275793,0.01980262729617973
59.1,58.0,6.56,2,19,3,8.685922794690725,0.009950330853168092
61.4,55.0,4.92,4,21,6,7.532623618788788,-0.8209805520698302
63.3,57.0,6.39,2,20,1,8.366137716496281,0.009950330853168092
62.1,56.0,6.91,2,18,3,8.8963143241848,0.22314355131420976
61.9,58.0,4.82,3,19,3,6.99117688712121,-0.8675005677047231
60.0,59.0,5.75,3,22,7,8.522578663692576,-0.35667494393873245
62.7,59.0,6.44,3,20,3,8.753529336516431,0.01980262729617973
63.4,55.0,4.4,2,21,2,6.610696044717759,-1.1086626245216111
61.5,57.0,6.7,4,16,4,8.592671652592143,0.131028262406404
63.6,59.0,5.13,1,21,2,7.123672785204607,-0.6733445532637656
62.8,54.0,4.77,4,21,5,7.1252830915107115,-0.8915981192837836
61.3,56.0,4.41,4,18,6,6.56244409369372,-1.1394342831883648
62.7,56.0,4.73,4,22,2,6.673297967767654,-0.8915981192837836
61.5,59.0,7.63,3,17,2,9.225327501784431,0.5187937934151675
61.2,58.0,6.45,3,19,5,8.989194823324645,0.009950330853168092
61.6,56.0,5.15,4,22,3,7.488293515159428,-0.6733445532637656
63.5,58.0,3.86,2,22,5,6.184148890937483,-1.4696759700589417
60.4,56.0,4.77,4,16,4,6.46302945692067,-0.916290731874155
61.4,56.0,4.53,4,21,7,7.087573705557973,-1.0498221244986778
63.1,58.0,7.45,2,18,2,9.218110109240543,0.47000362924573563
61.1,59.0,6.75,3,20,2,8.704999678440762,0.131028262406404
62.6,58.0,6.17,3,21,2,8.327967858305488,-0.09431067947124129
62.2,55.0,6.46,3,22,4,9.027978814382207,0.0
61.8,56.0,5.21,4,22,3,7.545389749611823,-0.616186139423817
61.0,55.0,4.54,4,21,2,6.456769655572163,-1.0788096613719298
62.8,57.0,6.16,4,18,2,8.19671240721307,-0.10536051565782628
61.7,58.0,7.43,2,16,2,8.952864141581468,0.4252677354043441
61.6,54.8,4.35,4,18,4,6.322565239927284,-1.171182981502945
61.3,56.0,5.89,4,20,1,7.911690520708339,-0.2613647641344075
63.0,55.0,4.0,2,21,5,6.354370040797351,-1.3862943611198906
62.0,58.0,4.81,3,19,3,6.99117688712121,-0.8675005677047231
60.7,58.0,4.57,3,20,4,6.670766320845874,-1.0216512475319814
61.9,56.0,4.38,4,18,2,6.38856140554563,-1.171182981502945
62.3,57.0,4.06,4,21,5,6.395261598115449,-1.3470736479666092
59.8,62.0,4.35,2,19,6,6.634633357861686,-1.171182981502945
61.8,54.0,5.24,4,17,1,6.871091294610546,-0.616186139423817
62.4,59.0,4.33,2,19,3,6.329720905522696,-1.1394342831883648
60.5,60.0,6.56,4,18,1,8.348774539791274,0.01980262729617973
60.7,56.0,7.51,4,17,3,8.9680140012452,0.43178241642553783
62.0,59.0,4.28,2,19,4,6.437751649736401,-1.171182981502945
61.8,58.0,4.32,3,22,1,6.352629396319567,-1.2039728043259361
60.3,58.0,4.67,2,21,3,6.763884908562435,-0.9675840262617056
61.7,55.0,4.79,4,22,5,7.077498053569231,-0.8675005677047231
61.0,57.0,4.85,2,22,2,6.651571873589727,-0.843970070294529
63.0,57.0,4.39,2,18,2,6.163314804034641,-1.1086626245216111
61.3,56.0,5.72,4,19,7,8.28121766128665,-0.35667494393873245
61.0,56.0,5.83,4,18,3,8.059592328887545,-0.31471074483970024
60.1,56.0,5.24,4,17,6,7.282073658093465,-0.6539264674066639
61.8,55.0,4.88,4,17,4,7.1049654482698426,-0.843970070294529
61.4,57.0,7.38,4,16,2,8.993303139093733,0.412109650826833
62.3,58.0,4.4,3,20,1,6.073044534100405,-1.1086626245216111
62.5,58.0,7.03,3,21,1,8.866440619526173,0.28517894223366247
62.1,55.0,4.7,4,20,5,6.895682697747868,-0.941608539858445
60.9,57.0,4.4,4,20,7,6.834108738813838,-1.1394342831883648
62.1,55.0,4.47,4,20,3,6.74993119378857,-1.1086626245216111
60.8,58.0,6.79,3,20,1,8.518791912779934,0.131028262406404
61.6,57.0,5.34,4,18,7,7.701200180857446,-0.5447271754416722
63.6,57.0,5.61,1,22,5,8.10530751550515,-0.35667494393873245
60.5,61.0,3.96,2,22,3,5.877735781779639,-1.4696759700589417
63.2,54.0,4.69,2,17,2,6.639875833826536,-0.916290731874155
62.1,56.0,5.32,4,17,6,7.426549072397305,-0.5447271754416722
62.2,58.0,6.36,2,21,3,8.782936356349264,0.009950330853168092
63.4,56.0,4.36,1,22,1,6.1675164908883415,-1.1394342831883648
62.3,58.0,6.81,3,18,1,8.589699882202986,0.1823215567939546
61.0,55.0,5.74,4,20,3,8.151333337900432,-0.35667494393873245
61.3,61.0,6.52,3,22,2,8.679312040892672,0.0
61.6,55.0,7.04,4,20,2,9.141097469234023,0.2700271372130602
59.2,59.0,5.86,3,21,2,7.943427767876373,-0.342490308946776
64.1,58.8,5.63,1,18,4,7.890956716138919,-0.31471074483970024
60.0,59.0,6.6,2,20,1,8.348537825386098,0.058268908123975824
63.1,57.0,7.51,2,17,2,9.243871855184976,0.5306282510621704
61.3,55.0,4.57,4,19,7,6.90875477931522,-1.0498221244986778
61.3,56.0,6.51,4,20,2,8.611593866837723,0.03922071315328133
61.7,57.0,4.49,4,22,6,7.0326242610280065,-1.0788096613719298
60.0,60.0,6.51,3,22,2,8.620291149419804,0.009950330853168092
61.5,58.0,5.69,3,19,2,7.605890001053122,-0.35667494393873245
62.9,55.0,4.68,2,20,7,7.13966033596492,-0.916290731874155
61.3,56.0,4.3,4,20,7,6.771935555839602,-1.2039728043259361
61.9,59.0,4.46,3,19,3,6.610696044717759,-1.1086626245216111
61.4,62.0,6.2,3,20,1,8.21716859576607,-0.10536051565782628
64.3,57.0,6.56,1,21,2,8.635864721133736,0.11332868530700327
63.0,56.0,5.91,3,21,3,8.158802490694002,-0.2231435513142097
61.0,60.0,4.85,3,21,3,6.931471805599453,-0.8675005677047231
59.5,59.0,4.71,3,21,3,6.947937068614969,-0.9942522733438669
62.3,55.0,4.4,4,19,4,6.71901315438526,-1.1394342831883648
60.9,60.4,5.13,1,20,3,7.355641102974253,-0.6931471805599453
59.5,58.0,4.5,3,18,3,6.473890696352274,-1.1394342831883648
64.5,56.0,5.27,0,19,2,7.173958319756794,-0.5108256237659907
62.0,56.0,7.29,4,19,2,9.312806703520673,0.4054651081081644
63.6,57.0,6.35,1,22,1,8.459352191726387,0.009950330853168092
62.3,60.0,5.65,3,18,4,7.75491027202143,-0.35667494393873245
61.1,57.0,4.6,4,22,3,6.833031732786201,-1.0216512475319814
62.5,58.0,7.51,3,18,2,9.300363874623772,0.4762341789963717
61.7,55.0,6.53,4,22,4,9.09301972939964,0.058268908123975824
62.0,57.0,7.67,3,18,2,9.134107065976593,0.5423242908253617
62.0,55.0,4.57,2,18,6,6.6240652277998935,-1.0216512475319814
59.5,57.0,5.25,4,21,3,7.4318919168078,-0.6539264674066639
60.9,60.0,6.52,3,20,2,8.429235912657095,0.02955880224154443
61.9,55.0,5.23,4,22,3,7.504942068396171,-0.616186139423817
61.6,57.0,4.8,4,21,4,7.007600613951853,-0.8675005677047231
62.4,58.0,6.23,3,20,1,8.147867129923947,-0.06187540371808753
62.5,56.0,5.25,4,19,5,7.663407664893479,-0.5978370007556204
60.8,57.0,5.9,3,18,3,7.81762544305337,-0.2876820724517809
61.8,57.0,6.83,4,19,3,8.987321812850125,0.1906203596086497
61.5,56.0,6.48,4,19,4,8.82379514872053,0.009950330853168092
61.6,55.0,6.27,4,19,4,8.40290404501411,-0.10536051565782628
62.1,55.0,6.58,4,20,4,8.968268810776454,0.06765864847381486
63.4,55.0,7.3,2,18,2,9.256555795773146,0.4252677354043441
61.3,56.0,4.67,4,19,2,6.75110146893676,-0.9675840262617056
62.8,57.0,6.3,4,20,2,8.653121708640482,-0.01005033585350145
62.5,55.0,5.68,4,22,2,7.9105906122564775,-0.35667494393873245
62.2,56.0,4.81,4,19,5,7.005789019253503,-0.8675005677047231
59.2,57.0,6.7,4,18,1,8.369620826949102,0.06765864847381486
62.2,57.0,6.38,4,21,6,9.29532469588118,0.009950330853168092
60.4,57.0,6.49,3,21,3,8.80941494391005,0.009950330853168092
62.9,57.0,5.79,2,20,2,7.926602599181384,-0.2744368457017603
62.1,57.0,6.54,4,20,5,9.118005760773388,0.058268908123975824
61.5,56.0,5.26,4,22,5,8.151333337900432,-0.5978370007556204
62.0,57.0,4.67,4,22,4,6.9985096422506015,-0.941608539858445
61.4,54.0,4.4,4,21,3,6.77078942390898,-1.171182981502945
62.1,58.0,4.39,2,22,6,6.824373670043086,-1.1086626245216111
61.9,57.0,6.47,4,20,5,9.143559338285831,0.0
62.7,59.0,5.04,2,20,2,7.1308988302963465,-0.6931471805599453
62.2,54.0,4.38,4,21,2,6.246106765481563,-1.1394342831883648
62.0,59.0,6.43,3,21,1,8.313116702819253,0.0
61.1,56.0,5.31,4,20,3,7.506042178518122,-0.5978370007556204
63.2,57.0,5.61,1,21,2,7.822444729489319,-0.35667494393873245
60.6,56.6,5.75,4,22,1,7.853604813097837,-0.35667494393873245
64.0,53.8,5.49,2,19,2,7.417580402414544,-0.4462871026284195
62.6,57.0,3.88,4,21,3,6.0473721790462776,-1.4696759700589417
59.9,59.9,4.54,2,21,4,6.785587645007929,-1.0498221244986778
62.2,57.0,6.0,4,21,1,8.010359588919783,-0.19845093872383832
61.6,56.0,5.28,3,22,2,7.437206366871292,-0.5978370007556204
62.0,57.0,6.54,4,19,2,8.583355393669907,0.058268908123975824
61.0,54.0,4.38,4,22,3,6.486160788944089,-1.171182981502945
60.8,59.0,6.51,3,18,1,8.224967478914584,0.009950330853168092
61.8,60.0,5.67,3,20,6,8.116118431609365,-0.35667494393873245
62.5,55.0,4.32,3,19,4,6.654152520183219,-1.2039728043259361
62.8,56.0,6.83,4,16,3,8.603554357064281,0.2151113796169455
61.8,56.0,4.41,4,22,6,7.038783541388542,-1.1394342831883648
61.3,58.0,4.42,3,19,4,6.501289670540389,-1.1086626245216111
61.8,60.0,4.35,2,19,4,6.4692503167957724,-1.1394342831883648
61.3,56.0,5.13,4,21,6,8.069968149059841,-0.6733445532637656
61.5,57.0,5.78,4,21,2,7.753194269884341,-0.342490308946776
62.2,61.0,7.09,2,19,3,9.247443459927686,0.3364722366212129
61.3,58.0,4.33,3,19,4,6.654152520183219,-1.2039728043259361
60.8,61.0,6.41,3,22,3,8.821142236331891,0.0
62.1,57.0,5.08,4,22,2,7.383989457978509,-0.6931471805599453
61.7,56.0,4.41,4,21,3,6.553933404025811,-1.1394342831883648
60.4,59.0,6.4,2,20,4,8.882391706295847,0.0
59.9,60.0,5.81,3,19,3,7.938445551164788,-0.342490308946776
63.2,59.0,6.08,2,18,4,8.371936178759098,-0.10536051565782628
61.5,57.0,6.57,2,18,3,8.566744970245486,0.06765864847381486
63.0,55.0,6.08,2,21,4,8.400434630806041,-0.10536051565782628
61.7,60.0,6.58,3,20,1,8.38091517312361,0.04879016416943204
62.6,59.0,6.47,3,18,2,8.513185170018698,0.03922071315328133
62.1,53.6,4.28,4,20,3,6.398594934535208,-1.2039728043259361
60.6,57.0,6.59,4,18,1,8.081475040137052,0.04879016416943204
61.9,56.0,5.99,4,22,2,8.321907968230423,-0.19845093872383832
